,Parcel ID,Description,Location,Assessed Value,Total Parcel Acres
0,SM042.,LOT,328 SOUTH MAIN,37000,0.47
1,SM039.A-B,LOT & APT HOUSE,365 SOUTH MAIN,504100,0.5
2,SM004.A-B,LOT & BUILDING,44 SOUTH MAIN,172700,0.19
3,CP007.,HOUSE,14 ISLE VIEW DRIVE,29900,
4,CP009.,HOUSE,46 ISLE VIEW DRIVE,29900,
5,CP011.,HOUSE,58 ISLE VIEW DRIVE,29900,
6,CP015.,HOUSE & LAND  7 DETACHED BUILDINGS,39 ISLE VIEW DRIVE,329600,44.0
7,CP017.,HOUSE,49 ISLE VIEW DRIVE,31300,
8,CP019.,HOUSE,61 ISLE VIEW DRIVE,31300,
9,CP021.,HOUSE,71 ISLE VIEW DRIVE,48900,
10,CP046.,HOUSE,424 PALMERS SAND BEACH ROAD,133800,
11,CP047.A-B,APT HOUSE,109 ISLE VIEW DRIVE,50400,
12,CP048.,HOUSE,428 PALMERS SAND BEACH ROAD,67700,
13,SU002.,LOT,2 SUMMIT ROAD,39000,0.47
14,SU006.,LOT & HOUSE,6 SUMMIT ROAD,204500,0.52
15,AT018.,LAND & BUILDINGS,18 ALBURGH  RV RESORT,892800,101.0
16,ATG30.,91 WOODLAND PARKMODEL,30G ALBURGH  RV RESORT,4500,
17,RS566.,LAND & HOUSE,5362 US ROUTE 2 SOUTH,169600,10.9
18,MG045.,LAND & HOUSE,431 MCGREGOR POINT,701800,20.29
19,GR133.,LAND & HOUSE,2704 GREENWOODS ROAD,183100,10.1
20,FH067.,LOT & HOUSE,635 FIRE HOUSE ROAD,269100,0.11
21,VA004.,LOT & HOUSE,42 VANTINE AVENUE,114000,0.42
22,LS019.,LOT & HOUSE,205 LAKE STREET,91400,0.5
23,HR048.,LOT,458 HENRY ROAD,30000,0.5
24,WS177.A-B,LOT & HOUSE,1681 WEST SHORE RD,380500,2.07
25,PF104.,LAND & BUILDINGS,104 POOR FARM ROAD,253900,6.0
26,CS006.,LOT & HOUSE,44 CLELAND SOUTH,187700,0.25
27,SA291.,LOT & HOUSE,2687 ALBURGH SPRINGS ROAD,208600,1.0
28,GR342.,LAND & BUILDING,787 GREENWOODS ROAD,84000,7.5
29,ATA15.,89 WOODLAND,15A ALBURGH  RV RESORT,3700,
30,ATA20.,03 PARK MODEL,20A ALBURGH  RV  RESORT,11900,
31,ATG06.,93 PRKMDL,6G ALBURGH  RV RESORT,4500,
32,ATH05.,WOODLAND,5ATH ALBURGH RV RESORT,15900,
33,RO230.,LAND/BLDGS,230 ROUTE 129,1339300,424.0
34,BU081.,LAND & MHOME,771 BOUTAH ROAD,153600,10.1
35,RS333.,SOLAR ARRAY &  LAND,333 US ROUTE 2 SOUTH,204200,1.37
36,FH002.,FIRE HALL,36 FIRE HOUSE ROAD,170200,
37,FH004.,FIRE STATION,60 FIRE HOUSE ROAD,100000,
38,RT248.A,MHU,2368 ROUTE 78,13500,
39,WS325.,LAND & HOUSE,3103 WEST SHORE RD,195200,10.18
40,WS326.,LOT,326 WEST SHORE RD,72200,0.3
41,ATF22.,WOODLAND PARK SS-15,22F ALBURGH  RV RESORT,25000,
42,WM128.,LOT,128 WINDMILL POINT RD,212500,1.1
43,TR094.,LAND & HOUSE,886 TRUCK ROUTE,174600,13.1
44,WS157.,LOT & HOUSE,1487 WEST SHORE RD,224000,0.41
45,DD015.,LOT & MHOME,46 DESO DRIVE,117200,0.33
46,TW010.,LOT & HOUSE,388 TERRAPIN LANE,384900,1.36
47,WS353.,LOT & MHOME,3385 WEST SHORE RD,151300,0.69
48,ATC01.,WOODLAND PARK MODEL,1C ALBURGH  RV RESORT,10000,
49,CE081.,LOT & BUILDING,81 CEDARVALE EST,146500,0.47
50,DR042.,LOT & HOUSE,399 DEER RUN LANE,129300,10.01
51,WL027.,LOT & HOUSE,249 WINTER'S LANE,123900,0.31
52,MR080.,LAND & MH,758 MARTELL ROAD,105000,10.1
53,WL020.,LOT & HOUSE,182 WINTER'S LANE,152300,0.92
54,SM043.,LOT & HOUSE,413 SOUTH MAIN,246600,0.43
55,SM049.,LOT & HOUSE,473 SOUTH MAIN,139400,1.02
56,RN287.,LAND & HOUSE,2719 US ROUTE 2 NORTH,203400,10.18
57,ATA04.,08 WOODLAND TIMBER RIDGE,4A ALBURGH RV RESORT,18900,
58,CS025.,LOT & MHOME,205 CLELAND SOUTH,99900,0.5
59,ATA01.,2013 WOODLAND,1A ALBURGH RV RESORT,26000,
60,BD069.,LAND & HOUSE,819 BORDER ROAD,227600,11.6
61,FK095.,LOT & HOUSE,965 FISKE ROAD,324600,0.4
62,WS279.,LOT,2657 WEST SHORE RD,107400,1.18
63,FX002.C,LOT,116 FOX HILL ROAD,40300,0.67
64,GP134.,1998 JAYCO,134 GOOSEPOINT CAMPGROUND,3200,
65,GP125.,2021 SPORTSMAN,125 GOOSEPOINT   CAMPGROUND,21900,
66,AD020.,LAND & HOUSE,192 AUBIN DRIVE,312800,18.64
67,BR095.,LOT & HOUSE,913 BLAIR ROAD,165500,2.6
68,CB015.,LOT & HOUSE,157 CENTER BAY RD,168000,1.0
69,WS161.,LOT & HOUSE,1513 WEST SHORE RD,431400,0.9
70,GP082.,2013 AVENGER,82 GOOSEPOINT CAMPGROUND,15500,
71,WM098.,LAND,98 WINDMILL POINT RD,15000,13.0
72,KF003.A,LOT & HOUSE,71 KIRK & FITTS,90200,0.2
73,ATG10.,94 PRKMDL,10G ALBURGH  RV RESORT,4500,
74,PF225.,LOT & HOUSE,225 POOR FARM ROAD,81600,0.94
75,PF218.,LAND & HOUSE,218 POOR FARM ROAD,719300,14.35
76,CU005.,LOT & HOUSE,23 CENTER BAY SOUTH,158400,0.17
77,LS016.,LOT & HOUSE,170 LAKE STREET,215800,1.01
78,LS013.,LOT,121 LAKE STREET,38500,0.35
79,PF150.A,LAND & HOUSE,150A POOR FARM ROAD,429500,46.18
80,SA133.A-B,LOT & HOUSE,1205A-B ALBURGH  SPRINGS ROAD,254200,3.0
81,CD014.,LOT & HOUSE,148 CEDAR LANE,100100,0.16
82,WE052.,LAND & HOUSE,400 WINDMILL POINT EAST,353800,10.55
83,PF148.A,LAND & HOUSE,148A POOR FARM ROAD,220400,12.06
84,RT114.,LAND,2025,72000,46.0
85,CB001.,LOT & HOUSE,23 CENTER BAY RD,177700,1.75
86,WL025.,LOT & HOUSE,243 WINTER'S LANE,123000,0.29
87,CE047.,LOT & HOUSE,47 CEDARVALE EST,203800,1.99
88,MP007.,LOT & HOUSE,51 MUD POINT SOUTH,262500,0.22
89,BU101.,LAND & MHOME,963 BOUTAH ROAD,137700,10.1
90,MT038.,LOT & HOUSE,350 MOTT STREET NORTH,196700,0.11
91,MR194.,LAND & HOUSE,1830 MARTELL ROAD,180400,28.6
92,BY051.,LAND,51 BAY ROAD,183500,4.0
93,CB033.,LOT & HOUSE,33 CENTER BAY RD,124900,0.13
94,WS389.,LOT & HOUSE,3665 WEST SHORE RD,209800,0.58
95,CN009.,LOT & HOUSE,81 CLELAND NORTH,257000,0.62
96,FH115.,LAND & HOUSE,1101 FIRE HOUSE ROAD,175800,10.1
97,GP149.,JAYCO JAY FLIGHT,149 GOOSEPOINT CAMPGROUND,7800,
98,RE030.,LAND & HOUSE,30 RAILROAD EXTENSION,236000,10.08
99,HN011.,LOT & HOUSE,107 HUNTER NORTH,154100,0.23
100,RO230.A,HOUSE,230A ROUTE 129,323200,
101,WS135.,LAND & HOUSE,1261 WEST SHORE RD,270700,10.3
102,WW151.,LOT & HOUSE,1447 WINDMILL POINT,616400,1.09
103,BD080.,LOT & MHOME,748 BORDER ROAD,120400,2.0
104,CH004.,MHOME,50 CHAMPLAIN STREET,7000,
105,CH006.,LOT & HOUSE,52 CHAMPLAIN STREET,135800,0.75
106,MU020.,LAND,20 MUMLEY ROAD,16700,10.08
107,WA020.,LAND & HOUSE,20 WAGNER POINT RD,449800,10.21
108,HS002.,LOT & MHOME,6 HUNTER SOUTH,183500,0.23
109,BS009.,LOT & HOUSE,77 BOURDEAU SOUTH,178700,0.54
110,SM082.,LOT & HOUSE,748 SOUTH MAIN,120700,0.81
111,BT002.,MHOME,2 BRULEY TRAILER PRK,31400,
112,RU018.,LOT & HOUSE,112 ROCHLEAU LANE,309800,0.38
113,WS016.,LOT & HOUSE,138 WEST SHORE RD,294800,0.55
114,LR048.,LAND,48 LINE ROAD,15100,10.7
115,LR074.,LAND,74 LINE ROAD,17400,12.6
116,LR088.,LAND & HOUSE,981 LINE ROAD,92000,25.8
117,WM123.,LAND & HOUSE,1093 WINDMILL POINT RD,411300,10.1
118,LS007.,LOT & HOUSE,61 LAKE STREET,125400,0.25
119,HU013.,LOT & HOUSE,179 HUNTER FARM ROAD,207800,2.5
120,WS387.,LOT & HOUSE,3655 WEST SHORE RD,207000,0.46
121,FK071.,LOT,71 FISKE ROAD,214700,1.73
122,WS379.,LOT & HOUSE,3581 WEST SHORE RD,235200,0.58
123,BS011.,LOT & HOUSE,105 BOURDEAU SOUTH,219500,1.2
124,ATH01.,07 WOODLAND,1H ALBURGH  RV  RESORT,9900,
125,FX002.B,BUILDING,116 FOX HILL ROAD,12200,
126,BA024.,LOT & HOUSE,200 BAKER STREET,218400,0.65
127,ME004.,LOT & HOUSE,40 MOONEY DRIVE,75300,0.16
128,ATG19.,2004 CHEROKEE,19G ALBURGH  RV RESORT,5500,
129,SA005.,LAND & HOUSE,39 ALBURGH  SPRINGS ROAD,188700,3.49
130,GR253.,LAND & MHOME,1622 GREENWOODS ROAD,97700,10.12
131,HR042.,LOT & HOUSE,390 HENRY ROAD,176400,0.66
132,SA275.,LOT & HOUSE,2555 ALBURGH  SPRINGS ROAD,120300,0.23
133,SA272.,LOT & HOUSE,2538 ALBURGH  SPRINGS ROAD,352800,1.37
134,TR106.,LAND & HOUSE,1092 TRUCK ROUTE,334800,41.9
135,CE055.,LOT & HOUSE,55 CEDARVALE EST,249300,0.68
136,FH103.,LAND & HOUSE,995 FIRE HOUSE ROAD,209100,10.5
137,WS031.,LOT & HOUSE,293 WEST SHORE RD,217600,0.31
138,ATG12.,87 HOLIDAY RAMBLER,12G ALBURGH  RV RESORT,4500,
139,GP058.,2007 CHEROKEE,58 GOOSEPOINT CAMPGROUND,7600,
140,WS391.,LOT & HOUSE,3693 WEST SHORE RD,197200,0.58
141,WW137.,LOT & HOUSE,1305 WINDMILL POINT,248100,1.2
142,ATC11.,95 TRAV,11C ALBURGH  RV RESORT,4500,
143,RO160.,LOT & HOUSE,160 ROUTE 129,255600,0.5
144,MR050.,LAND & MHOME,470 MARTELL ROAD,161700,10.37
145,RT168.,LAND & HOUSE,1608 ROUTE 78,148500,10.5
146,GR227.,LAND & MHOME,1876 GREENWOODS ROAD,99500,10.27
147,LS011.,LOT & HOUSE,107 LAKE STREET,111900,0.42
148,TP002.,MHOME,24 BLAIRS TRAILER PRK,12800,
149,GR032.,LAND,32 GREENWOODS ROAD,70300,18.0
150,CI017.,LOT &  HOUSE,239 CHRISTOPHER ROAD,247300,0.43
151,SA088.,LOT & HOUSE,802 ALBURGH  SPRINGS ROAD,382900,0.46
152,RS271.,LOT & HOUSE,2561 US ROUTE 2 SOUTH,116700,0.5
153,ATC35.,2011 FOREST RIVER,35C ALBURGH  RV  RESORT,14300,
154,KD016.,LOT,16 KILLDEER DRIVE,177000,0.86
155,FH073.,LOT & MHOME,683 FIRE HOUSE ROAD,233900,0.27
156,ATF08.,90 PRK MODEL,8F ALBURGH  RV RESORT,4500,
157,TP028.,MHOME IN PARK,40 BLAIRS TRAILER PRK,16800,
158,BR032.,LAND & HOUSE,292 BLAIR ROAD,226700,90.0
159,TP003.,MHOME,13 BLAIRS TRAILER PRK,15200,
160,CN019.,LOT & HOUSE,143 CLELAND NORTH,152300,0.38
161,NM043.,LAND,43 NORTH MAIN STREET,100600,39.0
162,MR033.,LAND,381 MARTELL ROAD,40400,8.82
163,MR139.,GRAVEL PIT,139 MARTELL ROAD,86700,32.0
164,NM019.,LOT & TRAILER PARK,189 NORTH MAIN STREET,96800,1.03
165,NM021.,LOT & HOUSE,205 NORTH MAIN STREET,131500,0.66
166,RS101.,LAND,101 US ROUTE 2 SOUTH,57500,10.25
167,RK005.,LAND & HOUSE,57 ROCKY LANE,126100,4.0
168,RS286.,LOT & HOUSE,2692 US ROUTE 2 SOUTH,41700,1.0
169,HA009.,LOT & MHOME,81 HORICAN AVENUE,65800,0.52
170,HA011.,LAND,11 HORICAN AVENUE,36000,0.51
171,NM027.,LOT & HOUSE,267 NORTH MAIN STREET,123300,0.25
172,CM029.,LOT & HOUSE,285 CAMERON DRIVE,176200,1.6
173,CS034.,LOT & MHOME,218 CLELAND SOUTH,114900,0.75
174,GP047.,2005 CHEROKEE,2025,5200,
175,CB009.,LAND & HOUSE,95 CENTER BAY RD,174600,9.0
176,ATF07.,91 MALLARD,7F ALBURGH  RV RESORT,4000,
177,SU106.,LAND & HOUSE,106 SUMMIT ROAD,214500,20.01
178,ATA17.,08 WOODLAND,17A ALBURGH  RV  RESORT,11900,
179,ATF23.,92 WOODLAND PARK,23F ALBURGH  RV RESORT,4500,
180,MP017.,LOT & HOUSE,117 MUD POINT SOUTH,205300,0.26
181,MI002.,LOT & HOUSE,12 MIDDLE ROAD,246400,0.42
182,PF094.,LAND & HOUSE,94 POOR FARM ROAD,282900,10.1
183,KD030.,LOT & HOUSE,30 KILLDEER DRIVE,313700,2.4
184,BD065.,LAND & HOUSE,673 BORDER ROAD,276000,10.7
185,WS193.,LAND & HOUSE,1843 WEST SHORE RD,365300,10.1
186,RS646.,LOT & MHOME,6104 US ROUTE 2 SOUTH,77300,0.5
187,RT223.,LAND & HOUSE,1947 ROUTE 78,221600,10.1
188,PX234.,LOT & HOUSE,234 POOR FARM EXT,300900,2.19
189,FH105.,HOUSE,997 FIRE HOUSE ROAD,68500,
190,FH107.,LAND & HOUSE,1031 FIRE HOUSE ROAD,260300,20.36
191,LW022.,LAND & MHOME,208 LITTLE WOODS ROAD,117700,10.59
192,GR019.,GARAGE/APT. 49 BROWN ROAD - NEW ADDRESS,49 GREENWOODS ROAD,49400,3.0
193,GR021.A,BUILDING 50 BROWN RD-NEW ADDRESS,21A GREENWOODS ROAD,34100,
194,SU078.,LAND & HOUSE,78 SUMMIT ROAD,258900,24.34
195,SU080.,LOT & MHOME,80 SUMMIT ROAD,132700,3.11
196,SU082.,MHOME NO LAND,82 SUMMIT ROAD,9600,10.0
197,BU161.,LOT & HOUSE,1533 BOUTAH ROAD,99700,0.75
198,BU116.,LAND & HOUSE,1094 BOUTAH ROAD,159100,3.0
199,GR115.,LOT & HOUSE,2926 GREENWOODS ROAD,113900,1.5
200,LW028.,LAND & HOUSE,260 LITTLE WOODS ROAD,312600,41.28
201,CC022.,LAND & HOUSE,286 CENTER CEMETERY RD,335900,31.87
202,GP096.,2020 JAYCO,96 GOOSEPOINT   CAMPGROUND,11600,
203,GP060.A,2010 HEARTLAND,60A GOOSEPOINT CAMPGROUND,12500,
204,MF014.,LAND & HOUSE,144 MOTT STREET,592200,9.56
205,CO005.,LOT & HOUSE,109 CENTER BAY NORTH,156100,0.98
206,ME008.,LOT & HOUSE,78 MOONEY DRIVE,59400,0.27
207,RS446.,LAND & HOUSE,4236 US ROUTE 2 SOUTH,191600,6.9
208,GP123.,2022 SUNSET RIDGE,123 GOOSEPOINT CAMPGROUND,43400,
209,GP032.,2012 LODGE,32 GOOSEPONIT CAMPGROUND,17700,
210,ATD01.,2006 WOODLAND PARK,1D ALBURGH  RV  RESORT,10700,
211,MR035.,"HOUSE, LAND & PIT",381 MARTELL ROAD,201300,21.18
212,GP130.,1988 JAYCO,130 GOOSEPOINT CAMPGROUND,4000,
213,ATC17.,90 CANTERB,17C ALBURGH  RV RESORT,5300,
214,RN243.,LAND & MHOME,2361 US ROUTE 2 NORTH,122900,42.0
215,RN243.A,UNL MH,2319 US ROUTE 2 NORTH,13800,
216,BS003.,LOT & HOUSE,43 BOURDEAU SOUTH,252800,1.2
217,DR032.,LAND & HOUSE,364 DEER RUN LANE,177700,10.08
218,LW010.,LAND & MHOME,100 LITTLE WOODS ROAD,79000,10.25
219,SM074.B,LOT & HOUSE,680 SOUTH MAIN,138800,0.11
220,BT015.,MHOME,15 BRULEY TRAILER PRK,11200,
221,BR138.,LAND & HOUSE,1296 BLAIR ROAD,246000,10.07
222,BR158.,LAND & HOUSE,1488 BLAIR ROAD,195700,77.19
223,WM019.,LAND & HOUSE,185 WINDMILL POINT RD,160100,10.25
224,LS022.,LOT & BUILDING,192 LAKE STREET,222500,1.6
225,BT014.,MHOME,14 BRULEY TRAILER PRK,8700,
226,WM029.,LAND & MHOME,281 WINDMILL POINT RD,86700,10.1
227,SM072.,LOT,72 SOUTH MAIN,31600,0.25
228,RS648.,MHOME,6130 US ROUTE 2 SOUTH,7900,
229,RS650.,LOT & MHOME,6132 US ROUTE 2 SOUTH,105900,1.15
230,BU097.,LAND & MHOME,935 BOUTAH ROAD,104600,10.1
231,BR162.,LAND & HOUSE,1516 BLAIR ROAD,186200,12.6
232,DO022.,LOT & HOUSE,208 HAYLDE ROAD,158600,2.1
233,WS014.,LOT & HOUSE,110 WEST SHORE RD,196600,0.74
234,WS014.A,HOUSE,92 WEST SHORE RD,17000,
235,RN088.,LAND & HOUSE,834 US ROUTE 2 NORTH,162900,4.8
236,GR044.,LAND & HOUSE,3461 GREENWOODS ROAD,224500,10.0
237,CB021.,LOT & HOUSE,213 CENTER BAY RD,203700,0.86
238,SM046.,LOT & HOUSE,24 MOTT STREET,152500,0.22
239,WW156.,LOT & HOUSE (911 ADDR.: 1460 WINDMILL PT,1460 WINDMILL POINT,426100,0.25
240,PN004.,LOT & HOUSE,42 PUMPHOUSE NORTH,204800,1.33
241,RS184.,LAND & HOUSE,119 HAYLDE ROAD,223800,86.03
242,RS762.,LOT & HOUSE,7222 US ROUTE 2 SOUTH,226900,1.0
243,WS155.,LOT & MHOME,1465 WEST SHORE RD,150100,0.34
244,ATG07.,91 PARKMODEL,7G ALBURGH  RV  RESORT,4700,
245,ATC14.,93 WOODLAND,14C ALBURGH  RV  RESORT,5700,
246,ATG08.,2012  WOODLAND,8G ALBURGH  RV RESORT,20100,
247,GP047.A,2010 COUNTRY RIDGE,47A GOOSEPOINT CAMPGROUND,16800,
248,WS283.,LOT,2689 WEST SHORE RD,35300,0.45
249,CG012.,LAND & HOUSE,12 CARRIGAN HEIGHTS,320700,18.62
250,PF064.,LOT & HOUSE,64 POOR FARM ROAD,300400,0.96
251,BL060.,LAND & HOUSE,588 BLUE ROCK ROAD,597600,10.54
252,ATH04.,90 PRK MODEL,4H ALBURGH  RV RESORT,8700,
253,RT191.,LAND & MHOME,1833 ROUTE 78,95100,10.1
254,WS427.,LOT AND HOUSE,360 TERRAPIN LANE,239100,2.7
255,ATG20.,90 PRKMDL,20G ALBURGH  RV RESORT,4500,
256,WS417.,LAND & HOUSE,3953 WEST SHORE RD,326500,10.6
257,WS175.,LAND & HOUSE,1655 WEST SHORE RD,372700,102.4
258,RE016.,LAND & MHOME,16 RAILROAD EXTENSION,103000,10.05
259,PT024.,LOT & HOUSE,24 POINT OF TONGUE,370600,0.92
260,GR021.,LOT & MHOME 50 BROWN RD-NEW ADDRESS,50 GREENWOODS ROAD,72900,1.5
261,ATG27.,88 MALLARD,27G ALBURGH  RV RESORT,4100,
262,EA012.,LOT & HOUSE,126 EAST ALBURGH  RD,121800,2.31
263,SS015.,LOT & HOUSE,153 SOWLES STREET,110500,0.75
264,ATG14.,2010 WOODLAND PARK,14G ALBURGH  RV  RESORT,8000,
265,SB051.,LOT & HOUSE,51 SAND  BEACH ROAD,276200,1.56
266,SM004.A,LOT & MHOME,50 SOUTH MAIN,53700,2.1
267,CH008.,LOT & HOUSE,74 CHAMPLAIN STREET,169700,0.3
268,EA013.,LOT & HOUSE,169 EAST ALBURGH  RD,123300,1.0
269,SS011.,LOT & HOUSE,117 SOWLES STREET,84700,0.3
270,CA015.,LOT & HOUSE,86 CARLE STREET,60400,0.27
271,WS293.,LAND & HOUSE,2773 WEST SHORE RD,420700,154.0
272,RS512.,LOT & HOUSE,4840 US ROUTE 2 SOUTH,117100,2.9
273,PF127.,LOT & HOUSE,127 POOR FARM ROAD,238900,1.27
274,MN005.,LOT & HOUSE,47 MUD POINT NORTH,161500,0.42
275,TR080.,HOUSE & LOT,764 TRUCK ROUTE,230100,4.3
276,PF199.,LOT & HOUSE,199 POOR FARM ROAD,221000,0.27
277,WS165.,LAND & HOUSE,1567 WEST SHORE RD,329600,10.1
278,ATE04.,93 PARKMODEL,4E ALBURGH  RV RESORT,8800,
279,GR070.,LOT & MHOME,3375 GREENWOODS ROAD,108100,1.0
280,KF028.,LOT & HOUSE,236 KIRK & FITTS,132700,0.11
281,DD020.,LOT & MHOME,111 DESO DRIVE,116000,0.89
282,WS039.,LAND,39 WEST SHORE RD,63200,3.75
283,PF039.,LOT & HOUSE,39 POOR FARM ROAD,203500,0.18
284,RO178.,LAND & HOUSE,178 ROUTE 129,298600,64.25
285,CB008.,LOT & HOUSE,74 CENTER BAY RD,133300,1.31
286,CM029.A,LAND & MHOME,303 CAMERON DRIVE,130400,7.62
287,FK083.,LOT & HOUSE,803 FISKE ROAD,246000,1.35
288,CM020.,LAND & MHOME,184 CAMERON DRIVE,112600,10.14
289,VA004.A,LOT & HOUSE,36 VANTINE AVENUE,67800,0.15
290,CN012.,LOT,12 CLELAND NORTH,6000,0.15
291,GP005.B,FOREST RIVER,5B GOOSEPOINT CAMPGROUND,32000,
292,SM041.,LOT & HOUSE,379 SOUTH MAIN,110000,0.2
293,ATE08.,93 WOODLAND,8E ALBURGH SPRINGS ROAD,8700,
294,ATD14.,WOODLAND,14ATC ALBURGH  RV  RESORT,11000,
295,ATA02.,07 WOODLAND PARK MODEL,2A ALBURGH RV RESORT,14700,
296,PF174.,LOT & HOUSE,174 POOR FARM ROAD,276500,0.92
297,WS133.,LAND & HOUSE,1259 WEST SHORE RD,314600,10.3
298,PF002.A-C,APT  BUILDING,2A-C POOR FARM ROAD,162700,1.2
299,PF006.,LOT & HOUSE,6 POOR FARM ROAD,242100,2.4
300,PF166.,LOT & HOUSE,166 POOR FARM ROAD,201200,0.34
301,MA004.,LOT & HOUSE,4 MACOMBER POINT,408100,0.41
302,BY032.,LOT & HOUSE,300 BAY ROAD,65400,0.78
303,WS383.,LOT & HOUSE,3619 WEST SHORE RD,401300,0.5
304,RS317.,LOT & MHOME,3023 US ROUTE 2 SOUTH,78600,14.44
305,SM044.A,LOT,2025,35600,0.87
306,RS131.,LAND & IMP,1255 US ROUTE 2 SOUTH,64600,20.0
307,RS131.A,MH ON CASAVANT,1257 US ROUTE 2 SOUTH,6500,
308,BD071.,LAND,865 BORDER ROAD,52900,33.1
309,RS128.,LOT & HOUSE,1212 US ROUTE 2 SOUTH,71200,0.28
310,GP129.,WHITEHAWK  BY JAYCO,2025,17500,
311,CE065.,LOT & HOUSE,65 CEDARVALE EST,425200,0.72
312,CP013.,CONDO HOUSE,68 ISLE VIEW DRIVE,57100,
313,MU013.,LOT & HOUSE,149 WOOD LANE,190900,1.0
314,GP089.,2019 CHEROKEE LIMITED,89 GOOSEPOINT  CAMPGROUND,23900,
315,MC016.,LOT & HOUSE,114 MOTT STREET SOUTH,125600,0.07
316,GP037.,2002 SPRINTER,37 GOOSEPOINT   CAMPGROUND,3000,
317,PF144.,LOT & HOUSE,144 POOR FARM ROAD,145900,0.21
318,RT271.,LOT & MHOME,2585 ROUTE 78,105900,0.9
319,CA002.A-B,BUILD A,197A-B CARLE STREET,188900,
320,CA002.C-D,"BLD B,CARLE ST,",165C-D CARLE STREET,154200,
321,CA002.E-F,"BLD C,CARLE ST,",139E-F CARLE STREET,161600,
322,CA002.G-H,"BLD D,CARLE ST,",111G-H CARLE STREET,165100,
323,LS006.A-P,LAND ELDERLY HO,40A-P LAKE STREET,746200,4.06
324,NM004.A-D,LOT & APT HOUSE,68 NORTH MAIN STREET,191800,0.58
325,BY055.,LAND & HOUSE,527 BAY ROAD,316600,4.6
326,BT011.,MHOME,11 BRULEY TRAILER PRK,7400,
327,BT019.,MHOME,19 BRULEY TRAILER PRK,52600,
328,ATA12.,90 CITATION,12A ALBURGH  RV RESORT,4600,
329,WS181.,LAND & HOUSE,1711 WEST SHORE RD,355100,10.09
330,AD024.,LAND & CAMP,220 AUBIN DRIVE,210100,3.5
331,BD168.,LOT,168 BORDER ROAD,28800,0.5
332,SM089.,LAND,89 SOUTH MAIN,38400,3.59
333,WS299.,LOT & HOUSE,2839 WEST SHORE RD,170800,0.62
334,WS208.,LOT & HOUSE,1958 WEST SHORE RD,231200,0.43
335,LW075.,MH ON CHEVALIER,1081 LITTLE WOODS ROAD,24900,
336,MR140.,LAND & BUILDINGS,1350 MARTELL ROAD,190600,100.0
337,CD017.,LOT & HOUSE,181 CEDAR LANE,263300,0.2
338,PF138.,LOT & HOUSE,138 POOR FARM ROAD,273500,0.42
339,KN006.,LOT & HOUSE,19 KIRK & FITTS NORTH,298400,0.31
340,TW003.,LOT,3 TERRAPIN LANE,94000,1.23
341,TW009.,LOT & HOUSE,378 TERRAPIN LANE,316400,1.86
342,MR179.,LAND & HOUSE,1713 MARTELL ROAD,222100,13.0
343,ATB02.,08 WOODLAND,2B ALBURGH  RV  RESORT,11900,
344,CI016.,LOT & HOUSE,148 CHRISTOPHER ROAD,131300,0.78
345,RT313.,LAND & HOUSE,2899 ROUTE 78,319500,76.17
346,AS015.,LOT & HOUSE,153 ACADEMY STREET,92000,0.75
347,LS037.,LOT & MH,339 LAKE STREET,93000,0.67
348,WS117.,LAND & HOUSE,1799 TRUCK ROUTE,349300,10.1
349,GP101.,2017 PROWLER,101 GOOSEPOINT  CAMPGROUND,15200,
350,GP100.,MONTANA 2012,100 GOOSEPOINT   CAMPGROUND,26900,
351,WW160.,LOT & HOUSE,1480 WINDMILL POINT,351500,2.5
352,SM054.,LOT & HOUSE,498 SOUTH MAIN,194600,0.69
353,NM045.,LAND & HOUSE,431 NORTH MAIN STREET,138100,3.0
354,CO007.,LOT & HOUSE,129 CENTER BAY NORTH,126700,0.5
355,CS018.,LOT & HOUSE,112 CLELAND SOUTH,188000,0.38
356,CS009.,LOT & MHOME,117 CLELAND SOUTH,85200,0.46
357,WL006.,LOT & MHOME,50 WINTER'S LANE,86900,0.3
358,SM071.,LOT & HOUSE,689 SOUTH MAIN,161100,2.86
359,GP019.,92 WOODLAND,19 GOOSEPOINT CAMPGROUND,4400,
360,ATG22.,10 WOODLAND PARK,22G ALBURGH  RV RESORT,10300,
361,ATG23.,PARK MODEL,23ATG ALBURGH  RV RESORT,38200,
362,ATC02.,91 P-MODEL,2C ALBURGH  RV RESORT,4500,
363,CI024.,LOT & HOUSE,218 CHRISTOPHER ROAD,87000,1.0
364,PT082.,LOT & HOUSE,82 POINT OF TONGUE,454600,1.9
365,CE099.,LOT & HOUSE,99 CEDARVALE EST,240400,0.93
366,LS029.,LOT & MH,281 LAKE STREET,93000,0.5
367,ATD06.,91 PARKMDL,6D ALBURGH  RV RESORT,6500,
368,ATD04.,2010 WOODLAND PARK,4D ALBURGH  RV RESORT,16000,
369,CS030.,LOT & HOUSE,188 CLELAND SOUTH,235700,0.2
370,RO088.,LAND & HOUSE,88 ROUTE 129,229800,10.33
371,CE058.,LOT & HOUSE,58 CEDARVALE EST,202800,0.47
372,PT078.,LOT & HOUSE,78 POINT OF TONGUE,508500,2.69
373,GP077.,1980 PROWLER,77 GOOSEPOINT CAMPGROUND,2600,
374,BL063.,LOT & HOUSE,634 BLUE ROCK ROAD,452300,1.73
375,WO005.,LOT & MHOME,63 WOOD LANE,98400,0.5
