,gs_equipment_location,gs_facility_id,gs_rated_kva,x,y
5218,E72805203079430,31876,15.0,1440076.308130812,892591.1000657752
5219,E72805203079429,26678,10.0,1440609.945244398,893332.7653768957
5220,EHA 213,26675,99.0,1440974.6975237466,894404.8396368101
5221,E72805203079413,18273,15.0,1440900.0258845836,894880.3541781157
5222,E72805203079353,23323,0.0,1440851.814677,895417.6666305885
5223,E72805203079348,26654,25.0,1440667.4050506502,895720.2293642983
5224,E72805203079410,26672,10.0,1441305.0863887295,895915.745342575
5225,E72805203079408,26670,10.0,1441621.9287177734,895494.4771964774
5226,E72805203079359,26671,15.0,1442044.4018930197,895495.2705073282
5227,E72805203079363,26665,10.0,1442047.8362260722,895708.9522999153
5228,E72805203079360,30885,25.0,1442310.51249519,895610.8830115795
5229,E72805203079378,29268,15.0,1442252.8719345704,896060.2584624216
5230,E72805203079357,26668,25.0,1442213.176266253,896518.9628471956
5231,E72805203079391,26663,15.0,1442356.9061171524,894750.3214918002
5232,E72805203079394,26656,99.0,1442451.9929583594,894182.0899999291
5233,E72805203079395,26657,10.0,1442473.0910102539,893688.4397700354
5234,E72805203079396,26658,10.0,1442578.842359364,893367.7313058302
5235,E72805203079398,26659,10.0,1443121.2962695062,891907.9389194995
5236,E72805203079399,26660,10.0,1443248.697975535,891430.8277145773
5237,E72805203079400,26661,25.0,1443207.6265656129,891084.341668643
5238,E72805203100818,26662,10.0,1443305.3042194769,890703.3014120609
5239,E72805203079404,18636,10.0,1443365.7063052133,890515.0557762757
5240,E72805203079026,26650,99.0,1438020.156864062,895435.2198884189
5241,E72805203079029,15275,10.0,1438533.8607872576,895395.222962819
5242,E72805203079030,26649,10.0,1437699.1471425667,894958.5605694279
5243,E72805203079032,26648,10.0,1437556.8834104538,894728.7916377932
5244,E72805203079034,26647,10.0,1437429.521872066,894496.0703847632
5245,E72805203079036,26646,10.0,1437230.4811835513,894334.7270245701
5246,E72805203079037,15535,10.0,1436902.2714129314,894345.0902751908
5247,E72805203079475,26707,15.0,1437979.2618151791,882092.9665167332
5248,E102 19C,20641,0.0,1438072.3346259072,883666.051726222
5249,E72805203095536,29895,0.0,1438572.079039637,883530.1213009134
5250,E72805203079468,23767,25.0,1439051.2902588844,883767.7762696147
5251,E72805203079467,26701,99.0,1439177.9890312478,884082.2888756543
5252,E72805203079450,17449,10.0,1439056.1706269123,884980.4372627586
5253,E72805203079449,26688,10.0,1439176.322074268,885863.2014444843
5254,E72805203079452,16731,15.0,1440416.2066841088,885250.1930780858
5255,E72805203079451,26697,10.0,1439843.5441996679,885479.5935971588
5256,E72805203101337,26693,10.0,1440577.8010920398,886593.5394816622
5257,E72805203079446,26694,10.0,1439801.5715283677,886709.2323211953
5258,E72805203079443,26689,10.0,1440007.179625705,887164.5726662874
5259,E72805203079442,26686,99.0,1440010.9252579547,887765.1089810655
5260,E72805203079441,CZ05210,99.0,1440131.829848528,888246.0361116081
5261,E72805203079440,20186,10.0,1440167.7397169545,888612.4553479329
5262,E72805203079438,26683,10.0,1440001.8272879347,889458.1849673614
5263,E72805203079434,20875,25.0,1438963.29865437,890110.364939928
5264,E72805203079161,16210,15.0,1453276.0165969245,908939.318715781
5265,E72805203079162,26231,10.0,1453806.711431019,909202.7280442864
5266,E72805203079164,26230,10.0,1454047.5867145807,909223.7758866325
5267,E72805203079170,15539,25.0,1454420.7239883728,909261.4029215947
5268,E72805203079175,26228,10.0,1454592.33018009,909576.8092575744
5269,E72805203079168,26227,10.0,1454599.3193491139,909902.5788441822
5270,E72805203079186,26234,10.0,1453690.2453644536,909966.2043828741
5271,E72805203079204,32977,15.0,1454659.278963212,910707.4096490145
5272,E72805203079201,16572,10.0,1454631.9555550404,910522.887678802
5273,E72805203079200,26235,15.0,1454603.215610005,910312.8109317273
5274,E72805203079207,32417,15.0,1454524.139338281,911741.7834425122
5275,E72805203079209,26240,10.0,1454787.1030570604,912161.6469765231
5276,E72805203079212,26242,10.0,1455143.7213896997,912961.7160333842
5277,E72805203097032,26241,10.0,1455443.0606704578,912958.0406944975
5278,E103D 46,20313,15.0,1455749.6502098888,913735.093694754
5279,E72805203079221,26244,10.0,1455871.9506258816,914401.7861094251
5280,E72805203095872,26644,10.0,1436466.69354577,894085.9788839519
5281,E72805203104940,33227,15.0,1435902.5792368017,894564.8172973096
5282,E72805203079042,26641,10.0,1435879.0711266287,894318.5394664332
5283,E72805203079043,26640,10.0,1433328.7072830498,894349.2375838235
5284,E72805203101612,26638,99.0,1440030.7781130672,898964.860706076
5285,E72805203079045,26639,10.0,1439856.679644931,898593.0408052951
5286,E72805203079015,26637,10.0,1438592.8865037747,898567.732055217
5287,E72805203079014,26636,10.0,1438401.6690903902,898387.1898192689
5288,E72805203079008,30217,10.0,1437403.5936616957,899040.7474162951
5289,E72805203079011,26635,10.0,1437149.0212135576,898556.4863717929
5290,E72805203079005,26634,99.0,1436990.5498394854,899611.8006847352
5291,E72805203078998,26633,10.0,1435585.4055247419,900172.6614150181
5292,E72805203095585,26632,10.0,1435154.8285285197,899453.9820347801
5293,E72805203078992,16800,15.0,1435023.128885217,899645.6318778917
5294,E72805203078980,26630,10.0,1433946.6763527505,899657.7725465
5295,E72805203078975,26629,99.0,1433027.449997574,899675.1651337817
5296,E72805203079219,26245,10.0,1455934.5920574442,914850.24774649
5297,E72805203079235,26247,10.0,1456292.204539124,915911.0750677511
5298,E72805203079238,26249,10.0,1456271.6989598945,916125.9719313979
5299,E72805203101611,26250,10.0,1456300.6698688455,916344.5943434685
5300,E103D 62,26251,0.0,1456175.5075086392,916516.9737622142
5304,E72804503092992,32645,10.0,1457412.5402161777,902543.7068803683
5305,E72804503092995,23608,10.0,1457845.2260133997,902647.6707695872
5306,E72804503080367,23604,10.0,1456198.2932289504,900853.2154305354
5307,E72809603093004,23561,25.0,1456082.9913962707,900700.895981282
5308,E72804503093005,23560,10.0,1455959.7470407821,900556.8849569112
5309,E72809603093008,23559,10.0,1455629.5088044405,899925.2689321786
5310,E103F 11,15924,10.0,1455365.1856621616,899204.028865017
5311,E72804503093013,23345,15.0,1455224.769641403,898651.7539673746
5312,E72804503093020,23555,99.0,1454601.4181082025,897445.0377846658
5313,E72804503093022,22235,10.0,1454035.2652916014,896326.8912438899
5314,E72809603093023,16573,10.0,1453841.556857042,895766.7736149058
5315,E72804503093030,23554,99.0,1453782.0886688866,895489.9081276432
5316,E72804503093049,23551,25.0,1453252.5386124738,894289.68906039
5317,E72804503093054,23550,10.0,1453209.0270185433,894099.0534501448
5318,E72804503093062,23549,10.0,1453132.1461592875,893746.0502049327
5319,E72804503093073,23548,10.0,1453095.834614478,893585.620658502
5320,E72804503093072,23547,10.0,1453051.9615118057,893402.3256841078
5321,E72804503093075,23544,10.0,1453277.7237215415,893103.1972834468
5322,E72804503093076,23545,10.0,1453613.9569778629,892926.3190892339
5323,E72804500060071,23543,15.0,1452858.9158432707,892518.4267666116
5324,E72804503093085,23541,99.0,1452402.4005947672,892182.3441389278
5325,E72804503093084,23542,99.0,1452487.9275381155,892366.342046991
5326,E72804503093277,23532,10.0,1452402.5311395898,891414.3288572431
5327,E72804503093315,23538,25.0,1453335.8262099996,886874.7631576583
5328,E72809603093106,18293,10.0,1459539.587364111,901256.2437032387
5329,E72804503093112,23601,10.0,1459822.5984999985,902561.8827365935
5330,E72804503093116,21106,10.0,1460015.8148809932,902840.7164381221
5331,E72809603093118,23598,10.0,1460564.7558646798,902987.1475626826
5332,E72804503093127,15603,10.0,1460894.3514188118,902807.9998969138
5333,E72809603093129,16778,10.0,1461167.702237744,902662.8641786799
5334,E72804503093119,23600,99.0,1460670.5172557011,903348.5558861569
5335,E72804503093122,23599,99.0,1460756.5262107067,903595.7876984403
5336,E72804503093136,23589,15.0,1461393.7255371287,904084.1257582009
5337,E72804503093138,23587,99.0,1461880.918819204,904552.8318848535
5338,E72804503093139,23586,10.0,1461711.7427695878,904703.6011143252
5339,E72804503097599,23590,10.0,1462296.3726996966,904289.0108380541
5340,E72804503093144,23588,10.0,1462219.6023014449,904770.6810698956
5341,E72809603093105,23533,99.0,1458071.4162595272,896643.4034451544
5342,E72804503093102,15040,25.0,1457116.153256815,890353.4111587927
5343,E72804503093100,23536,10.0,1456880.479682386,889753.3568556756
5344,E72804503093099,23537,10.0,1456805.7980013154,889420.7186029553
5345,E72804503093097,32516,10.0,1455726.1722254418,888904.59457957
5346,E72809603093316,23529,10.0,1456300.6956012398,888358.8230735734
5347,E72804503093320,23527,10.0,1457682.2056543157,887664.9811012819
5348,E72804503098919,19166,50.0,1457798.113767285,887165.6829249114
5349,E72804503093323,19536,50.0,1457654.3996068686,886877.8962334245
5350,E72804503096515,23523,10.0,1457103.8820433877,886736.3253930733
5351,E72804503093333,18711,10.0,1457284.8673785925,886656.16082941
5352,E72804503093340,30154,15.0,1456705.9111273624,886375.5095422566
5353,E72804503104935,23520,10.0,1456887.0973007567,886299.6730415896
5354,E72804503093342,23519,10.0,1457246.045356404,886139.3338723481
5355,E72809603093360,23518,10.0,1457164.0230394788,885796.8445064053
5356,E72804503093350,23517,25.0,1456638.8512556143,886003.2157888636
5357,E72804503093349,23516,10.0,1456176.089939393,886168.8169186935
5358,E72804503093361,23515,15.0,1456887.7500248738,885398.3413691744
5359,E72804503093383,17475,10.0,1456425.4305526726,884544.9798985124
5360,E72804503093389,23513,10.0,1455878.3674060628,884366.8866332471
5361,E72809603093393,26213,10.0,1455730.3195340708,884341.4404345304
5362,E72804503093394,26214,10.0,1455477.0525341704,884865.1159738749
5363,E72809603093209,15519,10.0,1464157.6205446497,901676.3871554807
5364,E72804503093133,20612,10.0,1464006.6203512587,902538.8968057111
5365,E72804503095936,23593,10.0,1464006.7006865367,903275.5612458885
5366,E72804503093134,23594,10.0,1464312.9488010444,903319.8561087623
5367,E72809603093148,15449,10.0,1463682.108513821,903851.818106316
5368,E72804503095419,23314,10.0,1462982.604159806,904187.3641194552
5369,E72804503093147,23585,10.0,1463739.4051390402,904115.6071445346
5370,E72804503095262,23584,10.0,1463931.607287176,904539.7472767532
5371,E72804503093163,23581,10.0,1464162.2699487582,904850.6849630028
5372,E72804503093170,29070,15.0,1464320.8417419232,905991.3153391927
5373,E72809603093158,21187,10.0,1462637.6168688647,905819.2861320376
5374,E72804503093171,23576,10.0,1462906.247990325,906545.4680739194
5375,E72804503093179,23355,10.0,1462909.6120300144,907035.3525877371
5376,E72804503093180,23573,10.0,1463518.1115790382,908097.6962373406
5377,E72804503093169,23577,10.0,1464711.8536146544,906254.8351287097
5378,E72804503093189,23572,15.0,1466240.874925185,906329.6071869656
5379,E72804503093190,23571,10.0,1466311.097998429,907047.3426277041
5380,E72804503093192,23346,15.0,1466513.2403817475,907600.9901288599
5381,E72804503093193,23569,10.0,1466408.0438481346,907788.8271844462
5382,E72804503093194,23568,25.0,1466413.1840505674,908099.493739143
5383,E72804503093225,20482,50.0,1466468.0229184367,908119.6478515416
5384,E72809603093231,31109,75.0,1466688.6135447696,908173.6632828265
5385,E72804503093195,23567,25.0,1466261.2800853215,908567.5069740415
5386,E72804503093196,23566,15.0,1465904.5010821298,909023.9619710892
5387,E72804503093199,29065,10.0,1465554.5807031393,909106.2755033895
5388,E72804503093183,23564,15.0,1465091.7264992557,909177.6176219285
5389,E72804503093202,23563,10.0,1465334.0202025324,909349.4403423145
5390,E72804503096051,23562,10.0,1467902.5699442402,899008.4928029254
5391,E72805203079478,31110,10.0,1438147.5786539093,879893.5372850075
5392,E72805203079480,18779,10.0,1435702.594608795,877832.2546024919
5393,E72805203079481,15484,10.0,1434939.7408685982,877770.9085772634
5394,E72805203079727,25041,75.0,1431817.563081935,878899.5225534737
5395,E72805203079744,25043,15.0,1430256.626072485,882140.786089845
5396,E72805203079746,22821,15.0,1430167.735089451,882532.4004771486
5397,E72805200040354,15586,10.0,1430341.399872616,883052.9931502715
5398,E72805203079775,25056,99.0,1434575.8019839227,886973.1035775468
5399,E72805203079780,25059,25.0,1430610.8343468383,887276.3792868406
5400,E72805203079781,25053,25.0,1430117.6360028759,887703.2407765388
5401,E72805203079796,18681,10.0,1430118.579942368,888606.1389868483
5402,E72805203079795,25058,15.0,1430073.7729421072,888930.2918260172
5403,E72805203079797,25057,10.0,1430060.549002517,889228.8164568692
5404,E72805203079800,25062,10.0,1430095.3530056588,889553.3521438465
5405,E72805203079817,25063,10.0,1430211.7387369499,891174.8996086568
5406,E72805203079813,16266,10.0,1430320.0670910887,891592.1647985801
5407,E72805203099987,32583,15.0,1430432.8013330325,891992.8432644531
5408,E72805203079818,16214,15.0,1430508.1658639498,892243.6299127042
5409,E72805203079822,16264,10.0,1430664.709191393,892713.3904398605
5410,E72805103079836,25067,99.0,1428921.724914804,877087.647011891
5411,E72805103095651,25068,10.0,1427788.3347553834,876591.7574361786
5412,E72805103079837,25066,10.0,1426998.83982924,876954.1498667821
5413,E72805103079838,26290,25.0,1426782.4165953547,877079.1113888025
5414,E72805103079860,25069,10.0,1425908.3487072699,876964.7440813258
5415,E72805103079858,25070,10.0,1425920.800675068,877361.7308902144
5416,E72805103079857,25071,10.0,1425530.672490377,877406.8793153986
5417,E72805103079852,20877,10.0,1424717.0870233066,877523.4056334272
5418,E72805103079846,25072,99.0,1424268.6153443232,877621.3745026588
5419,E72805103079840,25073,10.0,1423986.9096566737,878024.8684689179
5420,E72805103079864,D00224,10.0,1425377.995298095,875785.1912638545
5421,E72805103102186,25077,15.0,1424983.418547485,875662.6096743941
5422,E72805103095071,25076,10.0,1424937.8885297403,876152.052344203
5423,E72805103095507,25085,10.0,1424054.5820849016,875715.4602441788
5424,E72805103079873,20477,10.0,1423743.1925127245,876496.3090862259
5425,E72805103079874,20476,10.0,1424317.8909943178,876247.4304007813
5426,E72805103079875,25078,10.0,1423282.891464334,876259.9124943092
5427,E72805103079888,25080,10.0,1422535.0905465,876173.8934974
5428,E100B 18C,25092,0.0,1420909.2049767785,874858.0418420732
5429,E72805103079915,25091,15.0,1420661.6317395754,875250.3390792236
5430,E72805103079912,25090,10.0,1420651.5597043298,875566.8600671589
5431,E72805103079909,22594,75.0,1420819.3198447041,875826.8651883453
5432,E72805103079903,20478,15.0,1420863.795461949,876459.6059069484
5433,E72805103079882,25082,99.0,1421925.496429339,876596.7984747514
5434,E72805103079885,25081,99.0,1422179.506530542,876545.5044009462
5435,E72805103079916,29476,10.0,1421113.336913418,874231.0752214417
5436,E72805103095196,25095,10.0,1420970.6614630185,873088.3661699891
5437,E72805103079922,20283,10.0,1420268.4006048404,873104.3830156699
5438,E72805103079917,25096,99.0,1420439.4243658073,873653.5449213684
5439,E72805103079920,29505,25.0,1420382.326068297,873464.5461423695
5440,E72805103079924,25097,99.0,1419832.4511870258,872240.3269113749
5441,E72805103079925,21098,10.0,1419697.7188870497,871925.6737186015
5442,E72805103079931,25098,10.0,1419534.1361810379,871514.8993679434
5443,E72805103080285,25099,10.0,1425335.297098834,875213.2743911967
5444,E72805103080283,25100,10.0,1424778.071539797,872905.5130396187
5445,E72805103080281,25102,99.0,1424872.6663274355,872102.2104878873
5446,E72805103080245,25103,10.0,1422423.9667757973,870979.575213559
5447,E72805103080243,25105,10.0,1424085.4107471146,869941.8944937289
5448,E72805103080237,25106,10.0,1424027.3484262936,869592.7372998595
5449,E72805103080242,25107,10.0,1423754.1181102768,869549.0349096507
5450,E72805103080236,25108,10.0,1424462.1831921525,868822.9948097393
5451,E72805103080167,20464,15.0,1422227.6574866697,867993.944802016
5452,E72805103080170,25939,99.0,1421654.5355848707,868529.2187468484
5453,E72805103080172,25940,10.0,1421590.7292918041,868748.6545535922
5454,E72805103080174,25943,10.0,1421729.0766792074,869142.9601726457
5455,E72805103080173,29889,10.0,1421372.8801067658,868694.558787033
5456,E72805103080176,25938,50.0,1421233.4381512292,869376.012808688
5457,E72805103079938,25934,10.0,1420356.8196181282,869857.9943397269
5458,E72805103095265,25935,10.0,1420059.247713443,869942.5170921236
5459,E72805103079940,25933,99.0,1419753.4314010441,870010.1895203516
5460,E100C 18,20870,10.0,1419093.477107659,870188.021695964
5461,E72805103079945,20874,10.0,1418946.192420788,869581.108768642
5462,E72805103079949,35712,15.0,1418864.5115287863,869275.171953328
5463,E72805103079966,18754,10.0,1418269.6871776618,867169.1287143901
5464,E72805103079968,25930,15.0,1418265.224804122,867016.8594746813
5465,E72805103080163,26556,25.0,1423144.3432387412,867535.7425127104
5466,E72805103080180,26558,10.0,1423528.2253557146,867362.790705122
5467,E72805103080181,26557,10.0,1423784.7660181187,867242.2476232946
5468,E72805103080182,29483,15.0,1424486.2938169017,866941.934277311
5469,E72805103104966,26560,10.0,1425178.5529332012,866633.2359368801
5470,E72805103080189,26561,10.0,1425508.861462906,866728.6642030105
5471,E72805103080197,26565,99.0,1426728.732547082,866149.4066944942
5472,E72805100041705,16790,10.0,1426457.6009901501,865897.555603832
5473,E72805103100925,26562,10.0,1426316.6226224564,867066.8355478644
5474,E72805103080198,26564,10.0,1426827.052883152,867419.6279129833
5491,E72805103080202,26567,10.0,1426892.9278095774,867758.1708084866
5492,E72805103080212,31049,15.0,1427311.5951011144,867791.4999061748
5493,E72805103096045,26568,15.0,1427276.8199684583,868189.792163305
5494,E72805103080205,26570,10.0,1426866.1661207154,868590.2434309795
5495,E72805103080206,16292,10.0,1427042.85351865,868950.2960966751
5496,E72805103080208,26571,99.0,1426903.9638681337,869569.470195517
5497,E72805103080258,26572,25.0,1426894.5244731903,869827.9690302759
5498,E72805103080252,26573,10.0,1427114.6933393255,870225.8294852898
5499,E72805103080253,26574,15.0,1427266.7278493978,870567.535582304
5500,E72805103080257,31251,15.0,1427395.3747522049,870866.9150306955
5501,E72805103080259,30158,15.0,1427856.1879379824,871708.8588502407
5502,E72805103080262,26581,15.0,1428049.0729359612,872108.095046863
5503,E72805103080269,20472,10.0,1428145.3447224908,872244.1830046251
5504,E72805103080266,26580,10.0,1428362.3704709485,872685.2738801092
5505,E72805103080273,26576,10.0,1428487.3219510578,873198.0941152722
5506,E72805103080276,26577,10.0,1428646.6067197993,873523.0603491142
5507,E72805103080161,26551,10.0,1422223.6808905043,867157.7549966276
5508,E72805103080141,31875,15.0,1422581.4038331881,864836.4169833809
5509,E72805103095437,26555,10.0,1424118.2277074158,862534.7611127794
5510,E72805103080138,26554,25.0,1424413.8012721054,862468.5548033416
5511,E72805103080094,26587,25.0,1426001.758549586,860823.4389768988
5512,None,,25.0,1426015.4306093901,860867.9265189096
5513,E72805103080090,30155,15.0,1425211.781611789,860018.2184204534
5514,E72805103080324,21061,15.0,1425041.2097367495,860497.5890550166
5515,E72805103080322,CZ06091,99.0,1424980.1649688035,860709.2725076154
5516,E72805103080099,26594,99.0,1424870.607735984,859903.9013225287
5517,E72805103080081,19267,50.0,1424277.64302098,860848.955468975
5518,E72805103100333,26597,25.0,1424769.5045357384,860620.3746207654
5519,E72805103080134,26547,10.0,1422033.5975852758,861456.6516652405
5520,E72805103080131,26546,10.0,1421939.6956893913,861173.57023599
5521,E72805103080128,26541,10.0,1422155.3795876913,860911.7374872714
5522,E72805103080125,26542,15.0,1422095.2448677942,860618.1120530292
5523,E72805100050297,20475,10.0,1422020.7841087356,860277.2695602402
5524,E72805103105046,26545,10.0,1421824.7961607128,860813.8087856695
5525,E72805103080122,26544,10.0,1421733.143652562,860512.4510810971
5526,E72805103080118,26543,15.0,1421618.0432856902,860154.0452885702
5527,E72805103080069,26601,15.0,1422049.9558558762,858330.4144366607
5528,E72805103080070,26600,10.0,1422496.5999073274,858618.5569883063
5529,E72805100063818,26599,10.0,1422883.7556868047,858941.2939182371
5530,E72805103080072,15540,15.0,1425348.0823325068,857990.7317844182
5531,E72805103080103,26592,99.0,1424748.2470685318,859732.5361366346
5532,E72805103080080,26595,0.0,1424680.2558096796,860117.2322759032
5533,E72805103095428,26596,0.0,1424085.8023815863,860101.2750540599
5534,E72805103080079,26598,99.0,1423996.238590613,859777.1623825282
5535,E72805103080114,21094,15.0,1421269.7898636758,857753.2657291368
5536,E72805103080115,22368,15.0,1421026.3538931906,856750.9726984501
5537,E72805103080323,26585,15.0,1420978.353565704,856539.028156206
5538,E72805103102330,26586,10.0,1420861.2548588403,856083.4869729206
5539,E72805103080067,26605,5.0,1422033.6277110055,857419.5931597427
5540,E72805103080066,26604,10.0,1422138.0535280593,857697.7640952468
5541,E72805103080064,26603,15.0,1424171.2891572975,857361.6111742035
5542,E72805103080068,26602,10.0,1425000.9617634118,857197.6067079827
5543,E72805103080325,26607,10.0,1421770.5196397789,854935.8975534439
5544,E72805103080326,26606,99.0,1422502.0928318314,854967.7705742493
5545,E72805103080331,16520,25.0,1423848.2911377177,853121.2642524615
5546,E72805103080327,26609,99.0,1423220.6717929728,854823.6089212373
5547,E72805103080328,19543,15.0,1423600.3262660392,855154.7208037078
5548,E72805103080330,26608,25.0,1423696.6583040282,855741.9917560145
5549,E72805203079483,23809,99.0,1438322.7597654164,879407.0871042386
5550,E72805203079489,23804,15.0,1438647.424741976,878105.0129487664
5551,E72805203079486,23808,99.0,1438832.236044705,877854.617934987
5552,E72805203079496,23793,10.0,1439775.6433179975,877596.0086392239
5553,E72805203079493,23778,10.0,1440011.7386526242,878136.8960114792
5554,E72805203079494,23788,10.0,1440125.8649542741,878388.1546294764
5555,E72805203079526,23797,10.0,1438854.4989581034,873330.7778657079
5556,E72805203079532,23791,0.0,1438773.9427599646,872665.2703963593
5557,E72805203079539,23786,10.0,1438577.854392849,872386.2659823671
5558,E72805203079542,23789,10.0,1438382.2781631164,872637.9764862955
5559,E72805203079531,23785,10.0,1438169.9821540415,872916.3080923483
5560,E72805203079546,23787,15.0,1438667.1771779917,871704.7818349749
5561,E72805203079555,23783,10.0,1438597.5967869572,871206.502284795
5562,E72805203079666,23780,10.0,1437705.825012397,871205.5081357583
5563,E101A 4 2,23784,99.0,1437694.9194986597,871595.8672843724
5564,E72805203079669,32531,10.0,1437358.5255717859,870684.5037443414
5565,E72805203079673,23781,99.0,1437216.1312948503,869969.7407088205
5566,E72805203079675,23782,10.0,1434811.1843429767,871504.2047343105
5567,E72805203079676,23776,10.0,1433059.7749043033,871509.2658567056
5568,E72805203079694,23769,15.0,1432220.030262947,872249.1838755682
5569,E72805203079706,23765,15.0,1432176.9002615735,873507.7464371026
5570,E72805203079707,23764,10.0,1432747.8229851946,873276.5013447702
5571,E72805203095524,23763,10.0,1433193.0210016705,872863.3169358298
5572,E72805203095312,23762,10.0,1433174.4233852476,874090.5386977717
5573,E72805203095760,23760,10.0,1432161.2248408198,874324.9168658704
5574,E72805203079710,23761,10.0,1432226.216079209,874752.0695709512
5575,E72805203079711,23759,10.0,1432320.9112859443,875220.2535183132
5576,E72805203096337,32324,15.0,1432358.9199134596,869657.0758141279
5577,E72805203079680,23772,99.0,1431666.7210486196,868352.3104269058
5578,E72805203079684,23773,99.0,1432537.937034402,866909.3984904736
5579,E72805203079681,23771,10.0,1431293.27247563,867536.5257816538
5580,E72805203079692,23770,10.0,1430803.297584623,864392.7855047807
5581,E72805203095511,23756,15.0,1438905.5620679893,870856.5216543525
5582,E72805003081276,16275,10.0,1440719.5426448546,871162.8501041308
5583,E72805003081263,16280,10.0,1440939.8464491516,871980.9958533645
5584,E72805003081260,23732,10.0,1441561.165123295,872477.3059340343
5585,E72805003081262,23720,15.0,1441443.544237133,872861.9512361363
5586,E72805003081265,23719,10.0,1441742.6123863384,873985.6710366979
5587,E72805003081257,23723,10.0,1441336.3267692327,871523.0533984676
5588,E72805003095885,3752,10.0,1442004.7162666135,872258.1211750358
5589,E72805003081255,23729,10.0,1442205.4038282856,871790.931376718
5590,E72805003081253,23731,10.0,1443279.0847937278,871405.5630571321
5591,E72805003081251,23722,10.0,1443836.2902689502,871312.2435920015
5592,E72805003081249,23726,10.0,1445022.7017106153,871161.7957036346
5593,E72805003081250,23718,10.0,1445306.0442295186,871341.4153391421
5594,E72805003081243,21042,10.0,1446747.2791670598,870997.1485552117
5595,E72805003100928,19516,10.0,1447337.934242878,870226.8838857934
5596,E72805003081142,20178,10.0,1447350.0648695715,871394.5470823944
5597,E72805003081143,20448,15.0,1447900.2209243104,871506.8457565084
5598,E72805003081146,20428,10.0,1448172.0453729965,872245.5788300484
5599,E72805003081140,20152,10.0,1448267.2025075704,872487.6189751104
5600,E72805003081148,23730,10.0,1448438.5576515496,872948.9643820897
5601,E72805003081150,23727,10.0,1448265.1037484817,873306.3358579427
5602,E72805003101832,24313,10.0,1448805.3082708903,873383.8995670453
5603,E72805003081155,24321,10.0,1450019.4353828207,873684.3836254925
5605,E72805003081161,20391,10.0,1450346.570669122,873178.3215954378
5606,E72805003081152,21192,10.0,1448963.4583038576,874068.366161555
5607,E72805003081209,20504,10.0,1447930.678035874,874409.09819334
5608,E72805003095116,24315,10.0,1447530.3974806592,874359.3606155142
5609,E72805003095116,24315,10.0,1447406.1388923079,874124.580771029
5610,E72805003081238,24317,10.0,1444944.1840201095,876115.4495840147
5611,E72805003081212,24319,99.0,1444351.1088441014,876346.945724085
5612,E72805003081228,20493,10.0,1445221.2603874728,877846.3333596364
5613,E72805003081239,24318,10.0,1444533.2289150804,875548.4331632033
5614,E72805003081171,24368,10.0,1450489.0653651506,875690.0542131066
5615,E72805003081179,24369,10.0,1450615.2921677679,876260.063122958
5616,E72805003081174,24370,15.0,1450460.0141209215,876737.5157527998
5617,E72805003081176,24371,15.0,1450425.8113771118,877001.778643623
5618,E72805003081173,24372,10.0,1450378.6646119356,877654.5429297909
5619,E72805003081192,24373,10.0,1450103.6468360238,879581.515072532
5620,E72805003081191,24374,10.0,1450016.603564337,879777.3724757284
5621,E72805003081188,24375,15.0,1449829.572999604,880336.4357042089
5622,E72805003081184,20363,10.0,1449706.890991047,880741.2049929723
5623,E72805003081181,14181,10.0,1449656.8923235685,881109.0903480947
5624,E72805003081203,24377,10.0,1449683.6841381565,878940.7408263162
5625,E72805100050235,22347,15.0,1424646.070639208,870661.3872686401
5626,E72805003080964,20150,10.0,1440477.7234218009,870228.4705074951
5627,E72805003096788,24366,10.0,1440989.9411423914,869849.5993033722
5628,E72805003080975,24365,10.0,1440505.509385433,867838.9077610001
5629,E72805003080976,24364,99.0,1440479.2799177766,867204.0281156749
5630,E72805003080978,24363,10.0,1440430.4561537094,866311.6437846348
5631,E72805003080979,19173,50.0,1440262.7663067058,866330.8840832636
5632,E72805003080980,24362,99.0,1440503.621506445,866040.2712218761
5633,E101 76,24359,10.0,1440868.634875439,864801.1698809788
5634,E72805003080988,24360,25.0,1440092.0538449325,865014.4499971867
5635,E72805003095111,24358,15.0,1440784.4836736955,864373.6355833337
5636,E72805003080997,24357,99.0,1441704.8347227387,863724.83785142
5637,E72805003081000,21035,15.0,1442009.7472632788,863392.4707302675
5638,E101 82B,17093,25.0,1441596.3419323266,862869.5182084069
5639,E72805003081004,24352,10.0,1442680.3258969337,862113.4226733148
5640,E72805003081014,24351,10.0,1443661.5309176445,861770.8128044456
5641,E72805003081015,24350,10.0,1444256.584349826,861649.5567470416
5643,E72805003081017,24349,99.0,1444429.425696414,861949.2977041826
5644,E72805003081022,20611,10.0,1444726.8168467283,862428.6281711087
5645,E72805003081036,16284,25.0,1445200.1422517635,862844.8854043633
5646,E72805003081051,21060,10.0,1444952.0870028995,863149.7075677142
5647,E72805003081048,16226,50.0,1444570.56473466,863226.1767086834
5648,E72805003081027,21015,15.0,1445903.1562531516,863086.5439568609
5649,E72805003081044,24345,10.0,1445695.9012826532,864292.5270801783
5650,E72805003081055,18289,15.0,1445497.6237792633,864709.4671632797
5651,E72805003081057,24344,10.0,1445487.0396066308,864957.5927055031
5652,E72805003100926,24342,25.0,1445353.1709108762,865758.103606388
5653,E72805003081059,24343,25.0,1445388.4782647341,865902.7372291461
